Class,Tools,Room,Number,BTU,Power,amount,PowerHr,time,SumPower
2,AIR,210,1913,38000,3.3,1,2.944,38,123.157
2,AIR,210,1914,38000,3.3,1,3.341,38,124.395
2,AIR,210,1915,38000,3.3,1,3.269,38,127.26
2,AIR,211,1894,38000,3.3,1,2.855,40,134.937
2,PC,0,0,0,0.5,220,109.811,40,4402.74
2,lamp,0,0,0,0.024,282,6.212,40,270.157
2,AIR,201,1928,38000,3.3,1,3.008,120,392.674
2,AIR,202,1925,38000,3.3,1,3.74,36,119.39
2,AIR,202,1926,38000,3.3,1,3.77,36,120.388
2,AIR,202,1927,38000,3.3,1,2.677,36,115.435
2,AIR,203,1917,38000,3.3,1,3.246,40,135.145
2,AIR,204,1919,38000,3.3,1,2.715,20,64.499
2,AIR,204,1920,38000,3.3,1,3.657,20,67.92
2,AIR,205,1923,38000,3.3,1,3.554,36,119.885
2,AIR,205,1924,38000,3.3,1,3.469,36,116.507
2,AIR,206,1921,38000,3.3,1,3.489,34,112.851
2,AIR,206,1922,38000,3.3,1,3.024,34,114.476
2,AIR,207,1941,38000,3.3,1,3.022,40,129.867
2,AIR,208,1918,38000,3.3,1,3.839,40,134.647
2,AIR,209,1916,38000,3.3,1,2.664,40,133.557
2,AIR,210,1913,38000,3.3,1,3.268,38,129.251
2,AIR,210,1914,38000,3.3,1,3.574,38,121.88
2,AIR,210,1915,38000,3.3,1,3.729,38,126.432
2,AIR,211,1894,38000,3.3,1,3.954,40,131.297
2,PC,0,0,0,0.5,220,110.501,40,4402.258
2,lamp,0,0,0,0.024,282,6.131,40,270.303
2,AIR,201,1928,38000,3.3,1,3.356,120,398.892
2,AIR,202,1925,38000,3.3,1,3.736,36,116.223
2,AIR,202,1926,38000,3.3,1,3.694,36,118.976
2,AIR,202,1927,38000,3.3,1,2.796,36,118.312
2,AIR,203,1917,38000,3.3,1,3.127,40,128.979
2,AIR,204,1919,38000,3.3,1,3.468,20,65.378
2,AIR,204,1920,38000,3.3,1,3.226,20,67.194
2,AIR,205,1923,38000,3.3,1,3.429,36,118.434
2,AIR,205,1924,38000,3.3,1,3.715,36,119.704
2,AIR,206,1921,38000,3.3,1,3.002,34,115.588
2,AIR,206,1922,38000,3.3,1,3.583,34,110.979
2,AIR,207,1941,38000,3.3,1,3.65,40,131.725
2,AIR,208,1918,38000,3.3,1,3.33,40,130.587
2,AIR,209,1916,38000,3.3,1,2.937,40,128.397
2,AIR,210,1913,38000,3.3,1,3.011,38,121.491
2,AIR,210,1914,38000,3.3,1,3.925,38,124.397
2,AIR,210,1915,38000,3.3,1,3.941,38,129.351
2,AIR,211,1894,38000,3.3,1,3.084,40,133.625
2,PC,0,0,0,0.5,220,109.575,40,4399.729
2,lamp,0,0,0,0.024,282,6.616,40,267.084
2,AIR,201,1928,38000,3.3,1,2.704,120,397.19
2,AIR,202,1925,38000,3.3,1,3.398,36,121.602
2,AIR,202,1926,38000,3.3,1,2.978,36,117.678
2,AIR,202,1927,38000,3.3,1,3.195,36,118.687
2,AIR,203,1917,38000,3.3,1,2.713,40,132.704
2,AIR,204,1919,38000,3.3,1,3.126,20,64.3
2,AIR,204,1920,38000,3.3,1,3.75,20,68.494
2,AIR,205,1923,38000,3.3,1,3.7,36,116.919
2,AIR,205,1924,38000,3.3,1,2.661,36,119.644
2,AIR,206,1921,38000,3.3,1,3.315,34,111.405
2,AIR,206,1922,38000,3.3,1,3.747,34,110.504
2,AIR,207,1941,38000,3.3,1,2.742,40,133.402
2,AIR,208,1918,38000,3.3,1,3.953,40,135.945
2,AIR,209,1916,38000,3.3,1,3.421,40,130.607
2,AIR,210,1913,38000,3.3,1,3.665,38,127.568
2,AIR,210,1914,38000,3.3,1,3.274,38,128.814
2,AIR,210,1915,38000,3.3,1,3.767,38,122.078
2,AIR,211,1894,38000,3.3,1,2.911,40,128.364
2,PC,0,0,0,0.5,220,109.463,40,4397.505
2,lamp,0,0,0,0.024,282,6.509,40,272.337
2,AIR,201,1928,38000,3.3,1,3.344,120,396.903
2,AIR,202,1925,38000,3.3,1,3.553,36,121.438
2,AIR,202,1926,38000,3.3,1,3.392,36,119.425
2,AIR,202,1927,38000,3.3,1,3.368,36,119.848
2,AIR,203,1917,38000,3.3,1,3.094,40,135.369
2,AIR,204,1919,38000,3.3,1,3.394,20,66.31
2,AIR,204,1920,38000,3.3,1,3.278,20,66.667
2,AIR,205,1923,38000,3.3,1,3.161,36,117.559
2,AIR,205,1924,38000,3.3,1,3.338,36,122.173
2,AIR,206,1921,38000,3.3,1,3.439,34,110.863
2,AIR,206,1922,38000,3.3,1,3.849,34,109.577
2,AIR,207,1941,38000,3.3,1,2.785,40,129.999
2,AIR,208,1918,38000,3.3,1,2.944,40,130.187
2,AIR,209,1916,38000,3.3,1,2.702,40,135.147
2,AIR,210,1913,38000,3.3,1,3.234,38,127.463
2,AIR,210,1914,38000,3.3,1,3.133,38,124.029
2,AIR,210,1915,38000,3.3,1,2.671,38,123.215
2,AIR,211,1894,38000,3.3,1,3.8,40,135.187
2,PC,0,0,0,0.5,220,109.911,40,4403.92
2,lamp,0,0,0,0.024,282,6.832,40,272.266
2,AIR,201,1928,38000,3.3,1,3.021,120,396.297
2,AIR,202,1925,38000,3.3,1,2.695,36,117.864
2,AIR,202,1926,38000,3.3,1,2.659,36,118.303
2,AIR,202,1927,38000,3.3,1,3.053,36,121.255
2,AIR,203,1917,38000,3.3,1,3.549,40,134.737
2,AIR,204,1919,38000,3.3,1,2.974,20,63.264
2,AIR,204,1920,38000,3.3,1,3.788,20,62.932
2,AIR,205,1923,38000,3.3,1,3.669,36,122.265
2,AIR,205,1924,38000,3.3,1,2.873,36,122.085
2,AIR,206,1921,38000,3.3,1,3.701,34,113.817
2,AIR,206,1922,38000,3.3,1,2.812,34,110.276
2,AIR,207,1941,38000,3.3,1,3.926,40,135.643
2,AIR,208,1918,38000,3.3,1,3.446,40,129.978
2,AIR,209,1916,38000,3.3,1,3.096,40,135.593
2,AIR,210,1913,38000,3.3,1,3.948,38,125.686
2,AIR,210,1914,38000,3.3,1,3.563,38,126.373
2,AIR,210,1915,38000,3.3,1,3.385,38,128.659
2,AIR,211,1894,38000,3.3,1,2.831,40,133.669
2,PC,0,0,0,0.5,220,109.735,40,4403.319
2,lamp,0,0,0,0.024,282,7.069,40,271.506
2,AIR,201,1928,38000,3.3,1,3.189,120,396.536
2,AIR,202,1925,38000,3.3,1,2.813,36,119.476
2,AIR,202,1926,38000,3.3,1,3.535,36,117.289
2,AIR,202,1927,38000,3.3,1,3.148,36,122.606
2,AIR,203,1917,38000,3.3,1,3.449,40,131.098
2,AIR,204,1919,38000,3.3,1,3.264,20,69.328
2,AIR,204,1920,38000,3.3,1,3.3,20,65.831
2,AIR,205,1923,38000,3.3,1,3.819,36,121.696
2,AIR,205,1924,38000,3.3,1,3.645,36,122.62
2,AIR,206,1921,38000,3.3,1,3.211,34,113.883
2,AIR,206,1922,38000,3.3,1,3.422,34,115.414
2,AIR,207,1941,38000,3.3,1,2.928,40,129.787
2,AIR,208,1918,38000,3.3,1,3.694,40,128.267
2,AIR,209,1916,38000,3.3,1,3.928,40,131.2
2,AIR,210,1913,38000,3.3,1,3.04,38,127.646
2,AIR,210,1914,38000,3.3,1,2.86,38,122.106
2,AIR,210,1915,38000,3.3,1,2.896,38,122.259
2,AIR,211,1894,38000,3.3,1,3.077,40,134.578
2,PC,0,0,0,0.5,220,110.071,40,4397.86
2,lamp,0,0,0,0.024,282,6.831,40,268.065
2,AIR,201,1928,38000,3.3,1,3.742,120,395.314
2,AIR,202,1925,38000,3.3,1,3.045,36,116.309
2,AIR,202,1926,38000,3.3,1,3.086,36,119.666
2,AIR,202,1927,38000,3.3,1,3.776,36,119.782
2,AIR,203,1917,38000,3.3,1,3.796,40,129.916
2,AIR,204,1919,38000,3.3,1,2.966,20,66.46
2,AIR,204,1920,38000,3.3,1,3.514,20,66.25
2,AIR,205,1923,38000,3.3,1,3.934,36,120.974
2,AIR,205,1924,38000,3.3,1,3.406,36,118.407
2,AIR,206,1921,38000,3.3,1,3.951,34,114.25
2,AIR,206,1922,38000,3.3,1,3.594,34,112.084
2,AIR,207,1941,38000,3.3,1,3.822,40,133.121
2,AIR,208,1918,38000,3.3,1,2.907,40,132.254
2,AIR,209,1916,38000,3.3,1,3.395,40,131.264
2,AIR,210,1913,38000,3.3,1,2.996,38,123.976
2,AIR,210,1914,38000,3.3,1,3.403,38,123.061
2,AIR,210,1915,38000,3.3,1,3.22,38,128.352
2,AIR,211,1894,38000,3.3,1,3.064,40,133.24
2,PC,0,0,0,0.5,220,109.963,40,4397.277
2,lamp,0,0,0,0.024,282,6.658,40,270.817
2,AIR,201,1928,38000,3.3,1,3.256,120,399.012
2,AIR,202,1925,38000,3.3,1,3.428,36,115.58
2,AIR,202,1926,38000,3.3,1,3.312,36,117.11
2,AIR,202,1927,38000,3.3,1,3.44,36,116.355
2,AIR,203,1917,38000,3.3,1,3.776,40,130.038
2,AIR,204,1919,38000,3.3,1,3.641,20,66.399
2,AIR,204,1920,38000,3.3,1,3.581,20,68.57
2,AIR,205,1923,38000,3.3,1,3.053,36,116.099
2,AIR,205,1924,38000,3.3,1,3.152,36,120.208
2,AIR,206,1921,38000,3.3,1,3.733,34,110.999
2,AIR,206,1922,38000,3.3,1,2.785,34,108.89
2,AIR,207,1941,38000,3.3,1,3.727,40,133.495
2,AIR,208,1918,38000,3.3,1,2.964,40,132.443
2,AIR,209,1916,38000,3.3,1,2.766,40,132.862
2,AIR,210,1913,38000,3.3,1,3.943,38,127.733
2,AIR,210,1914,38000,3.3,1,2.693,38,127.716
2,AIR,210,1915,38000,3.3,1,2.984,38,122.804
2,AIR,211,1894,38000,3.3,1,3.127,40,132.787
2,PC,0,0,0,0.5,220,110.133,40,4401.101
2,lamp,0,0,0,0.024,282,7.018,40,271.763
2,AIR,201,1928,38000,3.3,1,2.939,120,392.403
2,AIR,202,1925,38000,3.3,1,2.677,36,117.322
2,AIR,202,1926,38000,3.3,1,3.385,36,118.27
2,AIR,202,1927,38000,3.3,1,3.851,36,117.219
2,AIR,203,1917,38000,3.3,1,3.502,40,135.675
2,AIR,204,1919,38000,3.3,1,2.679,20,66.411
2,AIR,204,1920,38000,3.3,1,2.948,20,62.698
2,AIR,205,1923,38000,3.3,1,3.69,36,115.403
2,AIR,205,1924,38000,3.3,1,3.778,36,115.124
2,AIR,206,1921,38000,3.3,1,3.318,34,110.276
2,AIR,206,1922,38000,3.3,1,2.747,34,113.922
2,AIR,207,1941,38000,3.3,1,3.416,40,132.786
2,AIR,208,1918,38000,3.3,1,3.682,40,134.495
2,AIR,209,1916,38000,3.3,1,3.278,40,134.101
2,AIR,210,1913,38000,3.3,1,3.175,38,122.592
2,AIR,210,1914,38000,3.3,1,2.72,38,127.007
2,AIR,210,1915,38000,3.3,1,2.991,38,122.612
2,AIR,211,1894,38000,3.3,1,3.86,40,133.696
2,PC,0,0,0,0.5,220,110.547,40,4400.603
2,lamp,0,0,0,0.024,282,7.288,40,273.135
2,AIR,201,1928,38000,3.3,1,3.596,120,394.686
2,AIR,202,1925,38000,3.3,1,3.837,36,120.927
2,AIR,202,1926,38000,3.3,1,3.636,36,120.218
2,AIR,202,1927,38000,3.3,1,3.582,36,118.641
2,AIR,203,1917,38000,3.3,1,3.636,40,132.701
2,AIR,204,1919,38000,3.3,1,2.654,20,64.455
2,AIR,204,1920,38000,3.3,1,2.975,20,65.027
2,AIR,205,1923,38000,3.3,1,2.81,36,118.623
2,AIR,205,1924,38000,3.3,1,2.83,36,118.7
2,AIR,206,1921,38000,3.3,1,3.169,34,116.143
2,AIR,206,1922,38000,3.3,1,3.905,34,115.641
2,AIR,207,1941,38000,3.3,1,3.736,40,130.721
2,AIR,208,1918,38000,3.3,1,2.69,40,128.068
2,AIR,209,1916,38000,3.3,1,3.672,40,130.892
2,AIR,210,1913,38000,3.3,1,3.028,38,125.057
2,AIR,210,1914,38000,3.3,1,3.23,38,126.214
2,AIR,210,1915,38000,3.3,1,3.171,38,125.309
2,AIR,211,1894,38000,3.3,1,3.714,40,129.055
2,PC,0,0,0,0.5,220,110.137,40,4399.131
2,lamp,0,0,0,0.024,282,6.221,40,271.523
2,AIR,201,1928,38000,3.3,1,2.81,120,399.965
2,AIR,202,1925,38000,3.3,1,3.261,36,122.793
2,AIR,202,1926,38000,3.3,1,3.865,36,115.78
2,AIR,202,1927,38000,3.3,1,3.169,36,120.319
2,AIR,203,1917,38000,3.3,1,2.718,40,130.152
2,AIR,204,1919,38000,3.3,1,3.342,20,64.519
2,AIR,204,1920,38000,3.3,1,3.66,20,65.571
2,AIR,205,1923,38000,3.3,1,3.436,36,115.117
2,AIR,205,1924,38000,3.3,1,3.928,36,119.929
2,AIR,206,1921,38000,3.3,1,2.797,34,108.453
2,AIR,206,1922,38000,3.3,1,3.094,34,111.188
2,AIR,207,1941,38000,3.3,1,3.912,40,132.216
2,AIR,208,1918,38000,3.3,1,3.353,40,130.958
2,AIR,209,1916,38000,3.3,1,3.004,40,134.003
2,AIR,210,1913,38000,3.3,1,3.531,38,127.016
2,AIR,210,1914,38000,3.3,1,3.036,38,123.008
2,AIR,210,1915,38000,3.3,1,2.668,38,123.271
2,AIR,211,1894,38000,3.3,1,2.837,40,135.312
2,PC,0,0,0,0.5,220,110.274,40,4397.114
2,lamp,0,0,0,0.024,282,7.334,40,266.797
2,AIR,201,1928,38000,3.3,1,3.157,120,393.535
2,AIR,202,1925,38000,3.3,1,3.891,36,116.218
2,AIR,202,1926,38000,3.3,1,3.206,36,115.151
2,AIR,202,1927,38000,3.3,1,3.911,36,121.222
2,AIR,203,1917,38000,3.3,1,2.81,40,132.129
2,AIR,204,1919,38000,3.3,1,3.219,20,67.534
2,AIR,204,1920,38000,3.3,1,3.171,20,65.477
2,AIR,205,1923,38000,3.3,1,3.414,36,122.066
2,AIR,205,1924,38000,3.3,1,3.314,36,122.65
2,AIR,206,1921,38000,3.3,1,3.365,34,115.766
2,AIR,206,1922,38000,3.3,1,2.904,34,113.415
2,AIR,207,1941,38000,3.3,1,3.644,40,131.663
2,AIR,208,1918,38000,3.3,1,2.71,40,128.631
2,AIR,209,1916,38000,3.3,1,3.802,40,133.535
2,AIR,210,1913,38000,3.3,1,3.019,38,122.83
2,AIR,210,1914,38000,3.3,1,2.704,38,125.385
2,AIR,210,1915,38000,3.3,1,3.356,38,125.529
2,AIR,211,1894,38000,3.3,1,3.579,40,131.469
2,PC,0,0,0,0.5,220,110.574,40,4400.144
2,lamp,0,0,0,0.024,282,7.108,40,273.686
