Class,Tools,Room,Number,BTU,Power,amount,PowerHr,time,SumPower
3,AIR,309,1879,38000,3.3,1,3.161,36,104.955
3,AIR,309,1880,38000,3.3,1,3.851,36,107.45
3,AIR,310,1875,38000,3.3,1,2.946,53,196.576
3,AIR,310,1876,38000,3.3,1,3.485,53,167.214
3,AIR,310,1877,38000,3.3,1,2.934,53,193.191
3,PC,0,0,0,0.5,135,67.47,40,2684.431
3,lamp,0,0,0,0.024,284,7.184,40,286.994
3,AIR,301,0,38000,3.3,1,3.859,40,153.627
3,AIR,302,1892,38000,3.3,1,3.132,40,118.367
3,AIR,302,1893,38000,3.3,1,3.027,40,155.424
3,AIR,303,1890,38000,3.3,1,2.977,51,156.902
3,AIR,303,1891,38000,3.3,1,3.395,51,184.969
3,AIR,304,1888,38000,3.3,1,2.893,35,97.992
3,AIR,304,1889,38000,3.3,1,3.305,35,95.696
3,AIR,305,1886,38000,3.3,1,3.637,40,123.601
3,AIR,305,1887,38000,3.3,1,2.984,40,147.549
3,AIR,306,1884,38000,3.3,1,2.706,36,92.785
3,AIR,306,1885,38000,3.3,1,3.082,36,97.287
3,AIR,307,18851,38000,3.3,1,3.49,39,136.612
3,AIR,307,1882,38000,3.3,1,3.404,39,143.84
3,AIR,307,1883,38000,3.3,1,3.799,39,139.127
3,AIR,308,1940,38000,3.3,1,3.863,40,149.471
3,AIR,309,1878,38000,3.3,1,3.474,36,103.931
3,AIR,309,1879,38000,3.3,1,2.662,36,105.219
3,AIR,309,1880,38000,3.3,1,3.597,36,125.034
3,AIR,310,1875,38000,3.3,1,2.79,53,173.591
3,AIR,310,1876,38000,3.3,1,3.458,53,197.292
3,AIR,310,1877,38000,3.3,1,3.092,53,193.99
3,PC,0,0,0,0.5,135,67.539,40,2675.571
3,lamp,0,0,0,0.024,284,6.242,40,290.314
3,AIR,301,0,38000,3.3,1,3.474,40,129.698
3,AIR,302,1892,38000,3.3,1,3.653,40,110.701
3,AIR,302,1893,38000,3.3,1,3.266,40,119.95
3,AIR,303,1890,38000,3.3,1,3.422,51,173.067
3,AIR,303,1891,38000,3.3,1,2.803,51,147.232
3,AIR,304,1888,38000,3.3,1,3.601,35,106.256
3,AIR,304,1889,38000,3.3,1,2.737,35,90.737
3,AIR,305,1886,38000,3.3,1,2.828,40,121.886
3,AIR,305,1887,38000,3.3,1,2.677,40,144.078
3,AIR,306,1884,38000,3.3,1,3.072,36,114.176
3,AIR,306,1885,38000,3.3,1,3.468,36,101.904
3,AIR,307,18851,38000,3.3,1,2.859,39,120.4
3,AIR,307,1882,38000,3.3,1,2.872,39,108.286
3,AIR,307,1883,38000,3.3,1,3.096,39,114.392
3,AIR,308,1940,38000,3.3,1,3.379,40,152.613
3,AIR,309,1878,38000,3.3,1,3.651,36,108.241
3,AIR,309,1879,38000,3.3,1,3.237,36,139.033
3,AIR,309,1880,38000,3.3,1,2.772,36,113.28
3,AIR,310,1875,38000,3.3,1,2.666,53,188.625
3,AIR,310,1876,38000,3.3,1,3.543,53,172.992
3,AIR,310,1877,38000,3.3,1,3.575,53,185.371
3,PC,0,0,0,0.5,135,68.1,40,2703.172
3,lamp,0,0,0,0.024,284,6.383,40,283.239
3,AIR,301,0,38000,3.3,1,3.258,40,146.268
3,AIR,302,1892,38000,3.3,1,3.316,40,112.795
3,AIR,302,1893,38000,3.3,1,3.903,40,125.641
3,AIR,303,1890,38000,3.3,1,3.036,51,186.306
3,AIR,303,1891,38000,3.3,1,3.042,51,144.156
3,AIR,304,1888,38000,3.3,1,2.762,35,101.236
3,AIR,304,1889,38000,3.3,1,3.495,35,92.113
3,AIR,305,1886,38000,3.3,1,3.45,40,127.082
3,AIR,305,1887,38000,3.3,1,2.863,40,154.719
3,AIR,306,1884,38000,3.3,1,3.088,36,125.032
3,AIR,306,1885,38000,3.3,1,3.809,36,127.652
3,AIR,307,18851,38000,3.3,1,3.899,39,140.014
3,AIR,307,1882,38000,3.3,1,3.531,39,121.988
3,AIR,307,1883,38000,3.3,1,3.496,39,111.307
3,AIR,308,1940,38000,3.3,1,3.817,40,110.653
3,AIR,309,1878,38000,3.3,1,3.299,36,107.214
3,AIR,309,1879,38000,3.3,1,3.728,36,93.554
3,AIR,309,1880,38000,3.3,1,3.566,36,130.952
3,AIR,310,1875,38000,3.3,1,3.244,53,198.198
3,AIR,310,1876,38000,3.3,1,3.215,53,152.183
3,AIR,310,1877,38000,3.3,1,2.662,53,171.2
3,PC,0,0,0,0.5,135,68.033,40,2701.624
3,lamp,0,0,0,0.024,284,6.727,40,284.424
3,AIR,301,0,38000,3.3,1,3.39,40,129.254
3,AIR,302,1892,38000,3.3,1,3.403,40,108.967
3,AIR,302,1893,38000,3.3,1,3.812,40,145.035
3,AIR,303,1890,38000,3.3,1,3.693,51,190.879
3,AIR,303,1891,38000,3.3,1,3.233,51,176.39
3,AIR,304,1888,38000,3.3,1,3.903,35,135.903
3,AIR,304,1889,38000,3.3,1,2.715,35,123.242
3,AIR,305,1886,38000,3.3,1,2.879,40,119.054
3,AIR,305,1887,38000,3.3,1,3.622,40,126.679
3,AIR,306,1884,38000,3.3,1,2.641,36,128.787
3,AIR,306,1885,38000,3.3,1,3.822,36,118.568
3,AIR,307,18851,38000,3.3,1,2.715,39,132.191
3,AIR,307,1882,38000,3.3,1,3.415,39,149.878
3,AIR,307,1883,38000,3.3,1,2.756,39,139.044
3,AIR,308,1940,38000,3.3,1,2.766,40,110.008
3,AIR,309,1878,38000,3.3,1,3.118,36,132.608
3,AIR,309,1879,38000,3.3,1,2.738,36,109.762
3,AIR,309,1880,38000,3.3,1,2.711,36,122.164
3,AIR,310,1875,38000,3.3,1,3.166,53,194.342
3,AIR,310,1876,38000,3.3,1,3.003,53,156.506
3,AIR,310,1877,38000,3.3,1,2.734,53,181.488
3,PC,0,0,0,0.5,135,67.707,40,2703.56
3,lamp,0,0,0,0.024,284,6.473,40,290.937
3,AIR,301,0,38000,3.3,1,3.086,40,139.329
3,AIR,302,1892,38000,3.3,1,2.803,40,117.119
3,AIR,302,1893,38000,3.3,1,3.218,40,127.638
3,AIR,303,1890,38000,3.3,1,3.422,51,145.164
3,AIR,303,1891,38000,3.3,1,3.436,51,152.458
3,AIR,304,1888,38000,3.3,1,3.591,35,125.046
3,AIR,304,1889,38000,3.3,1,3.434,35,118.073
3,AIR,305,1886,38000,3.3,1,3.612,40,155.251
3,AIR,305,1887,38000,3.3,1,3.478,40,107.255
3,AIR,306,1884,38000,3.3,1,2.92,36,115.609
3,AIR,306,1885,38000,3.3,1,3.371,36,103.975
3,AIR,307,18851,38000,3.3,1,2.85,39,113.07
3,AIR,307,1882,38000,3.3,1,3.603,39,106.142
3,AIR,307,1883,38000,3.3,1,3.078,39,105.817
3,AIR,308,1940,38000,3.3,1,3.038,40,117.332
3,AIR,309,1878,38000,3.3,1,2.659,36,99.283
3,AIR,309,1879,38000,3.3,1,2.711,36,92.813
3,AIR,309,1880,38000,3.3,1,3.255,36,104.963
3,AIR,310,1875,38000,3.3,1,2.903,53,192.851
3,AIR,310,1876,38000,3.3,1,3.581,53,191.966
3,AIR,310,1877,38000,3.3,1,3.264,53,158.565
3,PC,0,0,0,0.5,135,67.652,40,2680.693
3,lamp,0,0,0,0.024,284,6.525,40,288.211
3,AIR,301,0,38000,3.3,1,3.256,40,107.025
3,AIR,302,1892,38000,3.3,1,3.055,40,108.24
3,AIR,302,1893,38000,3.3,1,2.984,40,149.986
3,AIR,303,1890,38000,3.3,1,3.41,51,172.844
3,AIR,303,1891,38000,3.3,1,3.081,51,172.833
3,AIR,304,1888,38000,3.3,1,3.155,35,95.39
3,AIR,304,1889,38000,3.3,1,3.621,35,126.856
3,AIR,305,1886,38000,3.3,1,3.947,40,108.797
3,AIR,305,1887,38000,3.3,1,2.687,40,142.303
3,AIR,306,1884,38000,3.3,1,2.659,36,120.656
3,AIR,306,1885,38000,3.3,1,2.934,36,127.722
3,AIR,307,18851,38000,3.3,1,3.706,39,142.984
3,AIR,307,1882,38000,3.3,1,2.687,39,134.755
3,AIR,307,1883,38000,3.3,1,2.98,39,148.186
3,AIR,308,1940,38000,3.3,1,3.941,40,137.932
3,AIR,309,1878,38000,3.3,1,3.882,36,115.104
3,AIR,309,1879,38000,3.3,1,3.036,36,104.72
3,AIR,309,1880,38000,3.3,1,3.888,36,139.197
3,AIR,310,1875,38000,3.3,1,3.317,53,174.147
3,AIR,310,1876,38000,3.3,1,3.706,53,155.091
3,AIR,310,1877,38000,3.3,1,2.713,53,174.348
3,PC,0,0,0,0.5,135,68.134,40,2676.003
3,lamp,0,0,0,0.024,284,6.322,40,251.857
3,AIR,301,0,38000,3.3,1,2.657,40,156.211
3,AIR,302,1892,38000,3.3,1,2.813,40,118.216
3,AIR,302,1893,38000,3.3,1,3.325,40,108.544
3,AIR,303,1890,38000,3.3,1,3.245,51,166.746
3,AIR,303,1891,38000,3.3,1,3.521,51,154.979
3,AIR,304,1888,38000,3.3,1,3.878,35,101.079
3,AIR,304,1889,38000,3.3,1,3.206,35,115.643
3,AIR,305,1886,38000,3.3,1,3.383,40,143.433
3,AIR,305,1887,38000,3.3,1,3.609,40,105.816
3,AIR,306,1884,38000,3.3,1,3.915,36,113.887
3,AIR,306,1885,38000,3.3,1,3.81,36,132.89
3,AIR,307,18851,38000,3.3,1,2.977,39,107.041
3,AIR,307,1882,38000,3.3,1,3.012,39,142.473
3,AIR,307,1883,38000,3.3,1,3.499,39,113.748
3,AIR,308,1940,38000,3.3,1,2.822,40,133.65
3,AIR,309,1878,38000,3.3,1,3.434,36,122.871
3,AIR,309,1879,38000,3.3,1,3.874,36,111.09
3,AIR,309,1880,38000,3.3,1,2.66,36,133.13
3,AIR,310,1875,38000,3.3,1,2.882,53,171.506
3,AIR,310,1876,38000,3.3,1,3.356,53,184.94
3,AIR,310,1877,38000,3.3,1,3.704,53,170.755
3,PC,0,0,0,0.5,135,67.42,40,2684.366
3,lamp,0,0,0,0.024,284,7.202,40,283.577
3,AIR,301,0,38000,3.3,1,3.848,40,158.376
3,AIR,302,1892,38000,3.3,1,3.631,40,135.627
3,AIR,302,1893,38000,3.3,1,2.994,40,139.029
3,AIR,303,1890,38000,3.3,1,3.453,51,146.564
3,AIR,303,1891,38000,3.3,1,3.063,51,143.924
3,AIR,304,1888,38000,3.3,1,3.867,35,110.363
3,AIR,304,1889,38000,3.3,1,2.908,35,103.697
3,AIR,305,1886,38000,3.3,1,3.256,40,145.887
3,AIR,305,1887,38000,3.3,1,3.557,40,152.149
3,AIR,306,1884,38000,3.3,1,3.175,36,141.045
3,AIR,306,1885,38000,3.3,1,3.309,36,113.772
3,AIR,307,18851,38000,3.3,1,3.119,39,128.13
3,AIR,307,1882,38000,3.3,1,3.858,39,129.64
3,AIR,307,1883,38000,3.3,1,3.047,39,115.982
3,AIR,308,1940,38000,3.3,1,2.736,40,147.971
3,AIR,309,1878,38000,3.3,1,2.887,36,98.08
3,AIR,309,1879,38000,3.3,1,2.989,36,120.906
3,AIR,309,1880,38000,3.3,1,3.158,36,137.003
3,AIR,310,1875,38000,3.3,1,2.811,53,161.582
3,AIR,310,1876,38000,3.3,1,2.817,53,200.414
3,AIR,310,1877,38000,3.3,1,3.772,53,169.43
3,PC,0,0,0,0.5,135,67.156,40,2714.72
3,lamp,0,0,0,0.024,284,6.734,40,247.485
3,AIR,301,0,38000,3.3,1,2.657,40,151.406
3,AIR,302,1892,38000,3.3,1,3.587,40,148.323
3,AIR,302,1893,38000,3.3,1,3.417,40,106.683
3,AIR,303,1890,38000,3.3,1,3.621,51,188.002
3,AIR,303,1891,38000,3.3,1,3.264,51,151.262
3,AIR,304,1888,38000,3.3,1,2.799,35,108.89
3,AIR,304,1889,38000,3.3,1,3.001,35,92.906
3,AIR,305,1886,38000,3.3,1,3.731,40,109.629
3,AIR,305,1887,38000,3.3,1,3.639,40,117.825
3,AIR,306,1884,38000,3.3,1,3.802,36,100.888
3,AIR,306,1885,38000,3.3,1,2.941,36,133.985
3,AIR,307,18851,38000,3.3,1,2.971,39,133.042
3,AIR,307,1882,38000,3.3,1,2.824,39,109.214
3,AIR,307,1883,38000,3.3,1,2.859,39,110.937
3,AIR,308,1940,38000,3.3,1,2.773,40,141.218
3,AIR,309,1878,38000,3.3,1,3.811,36,125.801
3,AIR,309,1879,38000,3.3,1,3.231,36,100.291
3,AIR,309,1880,38000,3.3,1,3.19,36,121.738
3,AIR,310,1875,38000,3.3,1,3.553,53,158.125
3,AIR,310,1876,38000,3.3,1,3.778,53,178.68
3,AIR,310,1877,38000,3.3,1,3.456,53,168.064
3,PC,0,0,0,0.5,135,66.928,40,2709.299
3,lamp,0,0,0,0.024,284,6.817,40,293.777
3,AIR,301,0,38000,3.3,1,3.379,40,139.686
3,AIR,302,1892,38000,3.3,1,3.802,40,122.101
3,AIR,302,1893,38000,3.3,1,2.883,40,157.847
3,AIR,303,1890,38000,3.3,1,3.349,51,177.989
3,AIR,303,1891,38000,3.3,1,2.866,51,187.975
3,AIR,304,1888,38000,3.3,1,3.305,35,115.862
3,AIR,304,1889,38000,3.3,1,3.136,35,92.219
3,AIR,305,1886,38000,3.3,1,3.179,40,152.456
3,AIR,305,1887,38000,3.3,1,3.263,40,114.057
3,AIR,306,1884,38000,3.3,1,2.786,36,124.827
3,AIR,306,1885,38000,3.3,1,2.796,36,106.146
3,AIR,307,18851,38000,3.3,1,2.974,39,114.447
3,AIR,307,1882,38000,3.3,1,2.799,39,149.277
3,AIR,307,1883,38000,3.3,1,3.079,39,139.965
3,AIR,308,1940,38000,3.3,1,3.157,40,123.512
3,AIR,309,1878,38000,3.3,1,3.058,36,103.623
3,AIR,309,1879,38000,3.3,1,3.661,36,117.657
3,AIR,309,1880,38000,3.3,1,3.332,36,125.361
3,AIR,310,1875,38000,3.3,1,3.009,53,163.223
3,AIR,310,1876,38000,3.3,1,3.356,53,165.57
3,AIR,310,1877,38000,3.3,1,2.671,53,160.888
3,PC,0,0,0,0.5,135,67.806,40,2679.639
3,lamp,0,0,0,0.024,284,6.902,40,275.127
3,AIR,301,0,38000,3.3,1,3.103,40,108.967
3,AIR,302,1892,38000,3.3,1,3.803,40,119.846
3,AIR,302,1893,38000,3.3,1,3.051,40,131.759
3,AIR,303,1890,38000,3.3,1,2.978,51,156.074
3,AIR,303,1891,38000,3.3,1,2.676,51,143.429
3,AIR,304,1888,38000,3.3,1,3.601,35,115.866
3,AIR,304,1889,38000,3.3,1,3.839,35,91.175
3,AIR,305,1886,38000,3.3,1,3.822,40,106.081
3,AIR,305,1887,38000,3.3,1,3.748,40,128.15
3,AIR,306,1884,38000,3.3,1,3.078,36,97.61
3,AIR,306,1885,38000,3.3,1,3.139,36,132.333
3,AIR,307,18851,38000,3.3,1,3.707,39,151.065
3,AIR,307,1882,38000,3.3,1,3.182,39,113.075
3,AIR,307,1883,38000,3.3,1,2.729,39,135.947
3,AIR,308,1940,38000,3.3,1,2.949,40,111.974
3,AIR,309,1878,38000,3.3,1,3.944,36,112.745
3,AIR,309,1879,38000,3.3,1,3.835,36,119.933
3,AIR,309,1880,38000,3.3,1,3.704,36,128.928
3,AIR,310,1875,38000,3.3,1,3.849,53,157.342
3,AIR,310,1876,38000,3.3,1,2.663,53,163.237
3,AIR,310,1877,38000,3.3,1,2.742,53,171.81
3,PC,0,0,0,0.5,135,67.958,40,2708.146
3,lamp,0,0,0,0.024,284,6.494,40,282.983
3,AIR,301,0,38000,3.3,1,3.04,40,117.422
3,AIR,302,1892,38000,3.3,1,3.752,40,141.459
3,AIR,302,1893,38000,3.3,1,3.139,40,105.661
3,AIR,303,1890,38000,3.3,1,3.953,51,189.918
3,AIR,303,1891,38000,3.3,1,3.619,51,167.735
3,AIR,304,1888,38000,3.3,1,3.794,35,141.344
3,AIR,304,1889,38000,3.3,1,3.43,35,123.389
3,AIR,305,1886,38000,3.3,1,3.334,40,149.169
3,AIR,305,1887,38000,3.3,1,2.84,40,148.046
3,AIR,306,1884,38000,3.3,1,2.878,36,108.435
3,AIR,306,1885,38000,3.3,1,2.837,36,125.297
3,AIR,307,18851,38000,3.3,1,3.689,39,106.305
3,AIR,307,1882,38000,3.3,1,3.937,39,149.254
3,AIR,307,1883,38000,3.3,1,3.241,39,132.24
3,AIR,308,1940,38000,3.3,1,3.136,40,143.699
3,AIR,309,1878,38000,3.3,1,3.881,36,139.199
3,AIR,309,1879,38000,3.3,1,3.451,36,120.819
3,AIR,309,1880,38000,3.3,1,2.697,36,141.42
3,AIR,310,1875,38000,3.3,1,3.652,53,155.912
3,AIR,310,1876,38000,3.3,1,3.919,53,173.302
3,AIR,310,1877,38000,3.3,1,3.043,53,173.793
3,PC,0,0,0,0.5,135,67.663,40,2705.707
3,lamp,0,0,0,0.024,284,6.409,40,292.702
3,AIR,301,0,38000,3.3,1,3.472,40,143.962
3,AIR,302,1892,38000,3.3,1,2.999,40,122.549
3,AIR,302,1893,38000,3.3,1,3.15,40,119.159
3,AIR,303,1890,38000,3.3,1,2.674,51,180.106
3,AIR,303,1891,38000,3.3,1,3.558,51,142.58
3,AIR,304,1888,38000,3.3,1,3.115,35,94.597
3,AIR,304,1889,38000,3.3,1,3.071,35,132.813
3,AIR,305,1886,38000,3.3,1,2.829,40,137.726
3,AIR,305,1887,38000,3.3,1,3.7,40,136.303
3,AIR,306,1884,38000,3.3,1,3.913,36,138.32
3,AIR,306,1885,38000,3.3,1,3.289,36,100.212
3,AIR,307,18851,38000,3.3,1,3.693,39,152.458
3,AIR,307,1882,38000,3.3,1,2.706,39,106.517
3,AIR,307,1883,38000,3.3,1,3.85,39,106.839
3,AIR,308,1940,38000,3.3,1,3.693,40,136.281
3,AIR,309,1878,38000,3.3,1,3.08,36,108.718
3,AIR,309,1879,38000,3.3,1,3.809,36,137.283
3,AIR,309,1880,38000,3.3,1,3.432,36,102.264
3,AIR,310,1875,38000,3.3,1,3.164,53,187.141
3,AIR,310,1876,38000,3.3,1,3.935,53,166.281
3,AIR,310,1877,38000,3.3,1,3.711,53,152.05
3,PC,0,0,0,0.5,135,67.47,40,2699.191
3,lamp,0,0,0,0.024,284,7.051,40,293.585
