Class,Tools,Room,Number,BTU,Power,amount,PowerHr,time,SumPower
4,AIR,404,1899,38000,3.3,1,3.246,42,136.044
4,AIR,404,1900,38000,3.3,1,3.088,42,116.99
4,AIR,405,1896,38000,3.3,1,3.776,50,171.982
4,AIR,406,1895,38000,3.3,1,3.683,50,154.137
4,AIR,407,1897,38000,3.3,1,3.417,43,137.209
4,AIR,407,1898,38000,3.3,1,2.977,43,128.698
4,AIR,408,1901,38000,3.3,1,3.314,49,168.35
4,AIR,408,1902,38000,3.3,1,3.138,49,182.152
4,AIR,409,1905,38000,3.3,1,3.112,36,100.915
4,AIR,409,1906,38000,3.3,1,3.393,36,123.134
4,AIR,410,1938,38000,3.3,1,3.464,50,186.75
4,AIR,411,1909,38000,3.3,1,3.4,12,29.964
4,AIR,411,1910,38000,3.3,1,3.806,12,45.305
4,AIR,412,191,38000,3.3,1,3.215,18,77.908
4,AIR,412,1912,38000,3.3,1,2.712,18,71.797
4,PC,0,0,0,0.5,222,110.579,40,4427.448
4,lamp,0,0,0,0.024,284,6.43,40,288.161
4,AIR,401,1937,38000,3.3,1,3.004,50,185.793
4,AIR,402,1907,38000,3.3,1,3.123,22,76.265
4,AIR,402,1908,38000,3.3,1,3.332,22,93.464
4,AIR,403,1903,38000,3.3,1,3.92,42,150.083
4,AIR,403,1904,38000,3.3,1,2.669,42,124.158
4,AIR,404,1899,38000,3.3,1,3.168,42,148.585
4,AIR,404,1900,38000,3.3,1,3.842,42,138.523
4,AIR,405,1896,38000,3.3,1,2.696,50,170.53
4,AIR,406,1895,38000,3.3,1,3.047,50,177.856
4,AIR,407,1897,38000,3.3,1,3.739,43,147.366
4,AIR,407,1898,38000,3.3,1,3.952,43,124.013
4,AIR,408,1901,38000,3.3,1,3.113,49,170.82
4,AIR,408,1902,38000,3.3,1,3.242,49,143.026
4,AIR,409,1905,38000,3.3,1,3.161,36,101.525
4,AIR,409,1906,38000,3.3,1,2.97,36,136.894
4,AIR,410,1938,38000,3.3,1,3.105,50,177.172
4,AIR,411,1909,38000,3.3,1,3.081,12,54.294
4,AIR,411,1910,38000,3.3,1,2.726,12,27.911
4,AIR,412,191,38000,3.3,1,3.041,18,52.798
4,AIR,412,1912,38000,3.3,1,3.658,18,51.672
4,PC,0,0,0,0.5,222,110.774,40,4422.491
4,lamp,0,0,0,0.024,284,6.871,40,252.012
4,AIR,401,1937,38000,3.3,1,2.855,50,162.507
4,AIR,402,1907,38000,3.3,1,3.289,22,51.526
4,AIR,402,1908,38000,3.3,1,3.707,22,94.129
4,AIR,403,1903,38000,3.3,1,2.729,42,148.274
4,AIR,403,1904,38000,3.3,1,3.15,42,145.403
4,AIR,404,1899,38000,3.3,1,3.269,42,139.377
4,AIR,404,1900,38000,3.3,1,3.569,42,119.788
4,AIR,405,1896,38000,3.3,1,3.22,50,173.53
4,AIR,406,1895,38000,3.3,1,3.374,50,163.468
4,AIR,407,1897,38000,3.3,1,3.452,43,125.388
4,AIR,407,1898,38000,3.3,1,3.344,43,130.807
4,AIR,408,1901,38000,3.3,1,3.848,49,143.371
4,AIR,408,1902,38000,3.3,1,2.959,49,167.877
4,AIR,409,1905,38000,3.3,1,2.681,36,103.955
4,AIR,409,1906,38000,3.3,1,3.849,36,108.819
4,AIR,410,1938,38000,3.3,1,3.663,50,149.003
4,AIR,411,1909,38000,3.3,1,2.952,12,60.989
4,AIR,411,1910,38000,3.3,1,3.057,12,44.234
4,AIR,412,191,38000,3.3,1,3.166,18,80.991
4,AIR,412,1912,38000,3.3,1,2.965,18,70.519
4,PC,0,0,0,0.5,222,111.154,40,4447.742
4,lamp,0,0,0,0.024,284,7.021,40,281.865
4,AIR,401,1937,38000,3.3,1,3.178,50,176.065
4,AIR,402,1907,38000,3.3,1,3.785,22,53.275
4,AIR,402,1908,38000,3.3,1,3.194,22,55.595
4,AIR,403,1903,38000,3.3,1,3.907,42,128.515
4,AIR,403,1904,38000,3.3,1,2.816,42,145.575
4,AIR,404,1899,38000,3.3,1,3.454,42,136.499
4,AIR,404,1900,38000,3.3,1,3.888,42,122.556
4,AIR,405,1896,38000,3.3,1,3.147,50,183.522
4,AIR,406,1895,38000,3.3,1,3.357,50,146.313
4,AIR,407,1897,38000,3.3,1,2.683,43,143.992
4,AIR,407,1898,38000,3.3,1,3.336,43,151.021
4,AIR,408,1901,38000,3.3,1,2.693,49,161.028
4,AIR,408,1902,38000,3.3,1,2.773,49,147.538
4,AIR,409,1905,38000,3.3,1,3.326,36,131.407
4,AIR,409,1906,38000,3.3,1,3.058,36,101.213
4,AIR,410,1938,38000,3.3,1,2.832,50,173.026
4,AIR,411,1909,38000,3.3,1,3.117,12,50.353
4,AIR,411,1910,38000,3.3,1,3.439,12,40.791
4,AIR,412,191,38000,3.3,1,3.812,18,52.023
4,AIR,412,1912,38000,3.3,1,2.818,18,62.025
4,PC,0,0,0,0.5,222,110.47,40,4429.819
4,lamp,0,0,0,0.024,284,6.679,40,263.957
4,AIR,401,1937,38000,3.3,1,2.903,50,174.731
4,AIR,402,1907,38000,3.3,1,2.81,22,67.772
4,AIR,402,1908,38000,3.3,1,3.67,22,84.775
4,AIR,403,1903,38000,3.3,1,2.858,42,153.141
4,AIR,403,1904,38000,3.3,1,3.073,42,122.011
4,AIR,404,1899,38000,3.3,1,3.405,42,159.858
4,AIR,404,1900,38000,3.3,1,3.574,42,149.235
4,AIR,405,1896,38000,3.3,1,2.978,50,151.366
4,AIR,406,1895,38000,3.3,1,3.15,50,149.621
4,AIR,407,1897,38000,3.3,1,3.824,43,132.746
4,AIR,407,1898,38000,3.3,1,3.556,43,127.819
4,AIR,408,1901,38000,3.3,1,3.917,49,170.389
4,AIR,408,1902,38000,3.3,1,2.876,49,183.193
4,AIR,409,1905,38000,3.3,1,2.727,36,138.188
4,AIR,409,1906,38000,3.3,1,3.098,36,134.848
4,AIR,410,1938,38000,3.3,1,3.324,50,162.566
4,AIR,411,1909,38000,3.3,1,3.016,12,25.695
4,AIR,411,1910,38000,3.3,1,3.9,12,46.981
4,AIR,412,191,38000,3.3,1,3.207,18,52.623
4,AIR,412,1912,38000,3.3,1,3.258,18,37.594
4,PC,0,0,0,0.5,222,111.169,40,4419.598
4,lamp,0,0,0,0.024,284,7.29,40,291.253
4,AIR,401,1937,38000,3.3,1,3.551,50,163.984
4,AIR,402,1907,38000,3.3,1,3.787,22,64.767
4,AIR,402,1908,38000,3.3,1,3.677,22,61.254
4,AIR,403,1903,38000,3.3,1,2.87,42,143.743
4,AIR,403,1904,38000,3.3,1,3.839,42,135.781
4,AIR,404,1899,38000,3.3,1,2.965,42,143.932
4,AIR,404,1900,38000,3.3,1,2.887,42,121.009
4,AIR,405,1896,38000,3.3,1,2.723,50,161.437
4,AIR,406,1895,38000,3.3,1,3.636,50,157.543
4,AIR,407,1897,38000,3.3,1,2.807,43,122.579
4,AIR,407,1898,38000,3.3,1,3.255,43,148.238
4,AIR,408,1901,38000,3.3,1,2.821,49,158.171
4,AIR,408,1902,38000,3.3,1,2.732,49,181.296
4,AIR,409,1905,38000,3.3,1,3.065,36,112.29
4,AIR,409,1906,38000,3.3,1,2.911,36,106.371
4,AIR,410,1938,38000,3.3,1,2.97,50,145.447
4,AIR,411,1909,38000,3.3,1,2.95,12,40.953
4,AIR,411,1910,38000,3.3,1,2.819,12,21.9
4,AIR,412,191,38000,3.3,1,3.579,18,74.836
4,AIR,412,1912,38000,3.3,1,3.796,18,37.23
4,PC,0,0,0,0.5,222,111.523,40,4445.876
4,lamp,0,0,0,0.024,284,6.698,40,293.946
4,AIR,401,1937,38000,3.3,1,3.715,50,179.6
4,AIR,402,1907,38000,3.3,1,3.431,22,62.358
4,AIR,402,1908,38000,3.3,1,3.748,22,75.631
4,AIR,403,1903,38000,3.3,1,3.905,42,140.621
4,AIR,403,1904,38000,3.3,1,3.456,42,156.598
4,AIR,404,1899,38000,3.3,1,3.263,42,152.353
4,AIR,404,1900,38000,3.3,1,3.175,42,121.474
4,AIR,405,1896,38000,3.3,1,3.777,50,179.641
4,AIR,406,1895,38000,3.3,1,3.544,50,150.51
4,AIR,407,1897,38000,3.3,1,3.586,43,148.231
4,AIR,407,1898,38000,3.3,1,2.759,43,132.59
4,AIR,408,1901,38000,3.3,1,2.794,49,144.518
4,AIR,408,1902,38000,3.3,1,2.677,49,141.624
4,AIR,409,1905,38000,3.3,1,3.819,36,111.06
4,AIR,409,1906,38000,3.3,1,2.881,36,115.815
4,AIR,410,1938,38000,3.3,1,3.317,50,162.275
4,AIR,411,1909,38000,3.3,1,3.683,12,52.372
4,AIR,411,1910,38000,3.3,1,3.026,12,28.039
4,AIR,412,191,38000,3.3,1,2.778,18,60.912
4,AIR,412,1912,38000,3.3,1,3.343,18,39.179
4,PC,0,0,0,0.5,222,110.712,40,4431.75
4,lamp,0,0,0,0.024,284,7.306,40,294.193
4,AIR,401,1937,38000,3.3,1,2.883,50,187.237
4,AIR,402,1907,38000,3.3,1,3.721,22,53.731
4,AIR,402,1908,38000,3.3,1,3.532,22,52.515
4,AIR,403,1903,38000,3.3,1,3.879,42,160.125
4,AIR,403,1904,38000,3.3,1,2.789,42,152.505
4,AIR,404,1899,38000,3.3,1,3.639,42,138.19
4,AIR,404,1900,38000,3.3,1,3.191,42,144.132
4,AIR,405,1896,38000,3.3,1,3.756,50,149.786
4,AIR,406,1895,38000,3.3,1,3.427,50,152.912
4,AIR,407,1897,38000,3.3,1,2.838,43,142.493
4,AIR,407,1898,38000,3.3,1,3.76,43,120.826
4,AIR,408,1901,38000,3.3,1,3.136,49,154.173
4,AIR,408,1902,38000,3.3,1,3.644,49,163.404
4,AIR,409,1905,38000,3.3,1,3.821,36,116.707
4,AIR,409,1906,38000,3.3,1,3.016,36,125.506
4,AIR,410,1938,38000,3.3,1,2.859,50,147.638
4,AIR,411,1909,38000,3.3,1,2.649,12,47.938
4,AIR,411,1910,38000,3.3,1,3.297,12,43.887
4,AIR,412,191,38000,3.3,1,3.665,18,64.505
4,AIR,412,1912,38000,3.3,1,2.734,18,49.075
4,PC,0,0,0,0.5,222,111.63,40,4457.914
4,lamp,0,0,0,0.024,284,6.656,40,269.046
4,AIR,401,1937,38000,3.3,1,3.535,50,180.008
4,AIR,402,1907,38000,3.3,1,3.15,22,86.574
4,AIR,402,1908,38000,3.3,1,2.926,22,74.346
4,AIR,403,1903,38000,3.3,1,3.159,42,144.226
4,AIR,403,1904,38000,3.3,1,3.235,42,117.94
4,AIR,404,1899,38000,3.3,1,3.939,42,152.806
4,AIR,404,1900,38000,3.3,1,3.807,42,118.988
4,AIR,405,1896,38000,3.3,1,2.66,50,171.752
4,AIR,406,1895,38000,3.3,1,3.144,50,155.899
4,AIR,407,1897,38000,3.3,1,2.84,43,136.99
4,AIR,407,1898,38000,3.3,1,3.333,43,145.27
4,AIR,408,1901,38000,3.3,1,3.854,49,155.455
4,AIR,408,1902,38000,3.3,1,3.903,49,151.201
4,AIR,409,1905,38000,3.3,1,2.971,36,104.854
4,AIR,409,1906,38000,3.3,1,3.404,36,106.089
4,AIR,410,1938,38000,3.3,1,3.041,50,187.085
4,AIR,411,1909,38000,3.3,1,3.045,12,46.545
4,AIR,411,1910,38000,3.3,1,3.01,12,41.058
4,AIR,412,191,38000,3.3,1,3.528,18,41.644
4,AIR,412,1912,38000,3.3,1,3.776,18,55.154
4,PC,0,0,0,0.5,222,111.412,40,4431.147
4,lamp,0,0,0,0.024,284,6.445,40,278.483
4,AIR,401,1937,38000,3.3,1,3.911,50,178.918
4,AIR,402,1907,38000,3.3,1,2.946,22,64.392
4,AIR,402,1908,38000,3.3,1,2.805,22,52.164
4,AIR,403,1903,38000,3.3,1,3.414,42,118.012
4,AIR,403,1904,38000,3.3,1,3.088,42,129.371
4,AIR,404,1899,38000,3.3,1,3.759,42,125.925
4,AIR,404,1900,38000,3.3,1,3.826,42,143.562
4,AIR,405,1896,38000,3.3,1,3.053,50,150.31
4,AIR,406,1895,38000,3.3,1,3.795,50,184.671
4,AIR,407,1897,38000,3.3,1,3.344,43,127.258
4,AIR,407,1898,38000,3.3,1,3.52,43,153.119
4,AIR,408,1901,38000,3.3,1,2.929,49,165.091
4,AIR,408,1902,38000,3.3,1,3.917,49,143.416
4,AIR,409,1905,38000,3.3,1,3.471,36,98.215
4,AIR,409,1906,38000,3.3,1,3.783,36,99.707
4,AIR,410,1938,38000,3.3,1,3.419,50,142.803
4,AIR,411,1909,38000,3.3,1,2.844,12,50.235
4,AIR,411,1910,38000,3.3,1,3.763,12,47.362
4,AIR,412,191,38000,3.3,1,3.615,18,62.906
4,AIR,412,1912,38000,3.3,1,3.856,18,39.735
4,PC,0,0,0,0.5,222,110.629,40,4442.112
4,lamp,0,0,0,0.024,284,6.958,40,275.052
4,AIR,401,1937,38000,3.3,1,3.361,50,149.593
4,AIR,402,1907,38000,3.3,1,3.681,22,57.775
4,AIR,402,1908,38000,3.3,1,2.938,22,80.784
4,AIR,403,1903,38000,3.3,1,2.918,42,137.447
4,AIR,403,1904,38000,3.3,1,3.597,42,147.104
4,AIR,404,1899,38000,3.3,1,3.145,42,141.416
4,AIR,404,1900,38000,3.3,1,3.597,42,138.368
4,AIR,405,1896,38000,3.3,1,3.707,50,177.413
4,AIR,406,1895,38000,3.3,1,2.838,50,168.901
4,AIR,407,1897,38000,3.3,1,3.443,43,143.277
4,AIR,407,1898,38000,3.3,1,2.643,43,160.476
4,AIR,408,1901,38000,3.3,1,2.738,49,146.698
4,AIR,408,1902,38000,3.3,1,3.922,49,163.261
4,AIR,409,1905,38000,3.3,1,3.622,36,105.77
4,AIR,409,1906,38000,3.3,1,3.025,36,140.676
4,AIR,410,1938,38000,3.3,1,3.764,50,166.832
4,AIR,411,1909,38000,3.3,1,3.878,12,30.712
4,AIR,411,1910,38000,3.3,1,3.891,12,59.94
4,AIR,412,191,38000,3.3,1,3.752,18,44.303
4,AIR,412,1912,38000,3.3,1,3.258,18,70.207
4,PC,0,0,0,0.5,222,111.177,40,4451.085
4,lamp,0,0,0,0.024,284,6.774,40,264.861
4,AIR,401,1937,38000,3.3,1,3.805,50,172.288
4,AIR,402,1907,38000,3.3,1,3.41,22,71.723
4,AIR,402,1908,38000,3.3,1,2.673,22,85.027
4,AIR,403,1903,38000,3.3,1,3.754,42,141.276
4,AIR,403,1904,38000,3.3,1,3.822,42,128.681
4,AIR,404,1899,38000,3.3,1,2.89,42,134.777
4,AIR,404,1900,38000,3.3,1,3.867,42,143.959
4,AIR,405,1896,38000,3.3,1,3.356,50,163.889
4,AIR,406,1895,38000,3.3,1,3.671,50,143.183
4,AIR,407,1897,38000,3.3,1,3.128,43,151.124
4,AIR,407,1898,38000,3.3,1,2.724,43,161.687
4,AIR,408,1901,38000,3.3,1,3.51,49,179.338
4,AIR,408,1902,38000,3.3,1,3.335,49,141.733
4,AIR,409,1905,38000,3.3,1,2.856,36,118.088
4,AIR,409,1906,38000,3.3,1,2.938,36,120.613
4,AIR,410,1938,38000,3.3,1,3.07,50,157.481
4,AIR,411,1909,38000,3.3,1,3.759,12,51.579
4,AIR,411,1910,38000,3.3,1,3.07,12,28.349
4,AIR,412,191,38000,3.3,1,3.905,18,48.118
4,AIR,412,1912,38000,3.3,1,3.391,18,60.15
4,PC,0,0,0,0.5,222,111.376,40,4431.879
4,lamp,0,0,0,0.024,284,6.882,40,259.207
4,AIR,401,1937,38000,3.3,1,3.161,50,173.442
4,AIR,402,1907,38000,3.3,1,3.574,22,66.22
4,AIR,402,1908,38000,3.3,1,2.954,22,77.643
4,AIR,403,1903,38000,3.3,1,2.893,42,136.334
4,AIR,403,1904,38000,3.3,1,2.925,42,147.841
4,AIR,404,1899,38000,3.3,1,3.91,42,152.946
4,AIR,404,1900,38000,3.3,1,2.908,42,156.652
4,AIR,405,1896,38000,3.3,1,3.664,50,175.353
4,AIR,406,1895,38000,3.3,1,3.029,50,174.187
4,AIR,407,1897,38000,3.3,1,3.421,43,126.626
4,AIR,407,1898,38000,3.3,1,2.841,43,136.312
4,AIR,408,1901,38000,3.3,1,3.417,49,180.469
4,AIR,408,1902,38000,3.3,1,2.807,49,170.429
4,AIR,409,1905,38000,3.3,1,2.67,36,107.353
4,AIR,409,1906,38000,3.3,1,3.074,36,117.578
4,AIR,410,1938,38000,3.3,1,3.13,50,182.201
4,AIR,411,1909,38000,3.3,1,3.86,12,19.72
4,AIR,411,1910,38000,3.3,1,3.839,12,52.953
4,AIR,412,191,38000,3.3,1,2.864,18,43.899
4,AIR,412,1912,38000,3.3,1,3.442,18,68.932
4,PC,0,0,0,0.5,222,110.563,40,4429.414
4,lamp,0,0,0,0.024,284,6.36,40,290.487
4,AIR,401,1937,38000,3.3,1,3.43,50,185.514
4,AIR,402,1907,38000,3.3,1,3.351,22,74.106
4,AIR,402,1908,38000,3.3,1,2.673,22,66.035
4,AIR,403,1903,38000,3.3,1,3.367,42,123.182
4,AIR,403,1904,38000,3.3,1,3.825,42,137.174
4,AIR,404,1899,38000,3.3,1,2.829,42,147.439
4,AIR,404,1900,38000,3.3,1,3.108,42,132.636
4,AIR,405,1896,38000,3.3,1,3.562,50,148.904
4,AIR,406,1895,38000,3.3,1,3.684,50,154.524
4,AIR,407,1897,38000,3.3,1,3.893,43,123.316
4,AIR,407,1898,38000,3.3,1,3.421,43,138.725
4,AIR,408,1901,38000,3.3,1,3.109,49,154.665
4,AIR,408,1902,38000,3.3,1,3.076,49,178.648
4,AIR,409,1905,38000,3.3,1,3.614,36,135.91
4,AIR,409,1906,38000,3.3,1,3.01,36,134.11
4,AIR,410,1938,38000,3.3,1,3.339,50,158.755
4,AIR,411,1909,38000,3.3,1,2.784,12,36.33
4,AIR,411,1910,38000,3.3,1,3.388,12,60.936
4,AIR,412,191,38000,3.3,1,3.224,18,72.915
4,AIR,412,1912,38000,3.3,1,2.965,18,40.252
4,PC,0,0,0,0.5,222,111.57,40,4440.664
4,lamp,0,0,0,0.024,284,6.761,40,262.267
